text,label
i feel like im a hateful person sometimes,anger
i started to feel rotten sore stomach sickness and needing to go the toilet,sadness
im feeling slightly irritable but generally level headed and actually not in a bad mood,anger
i get a feeling that why did i pay for getting so fucked,anger
i feel like i broke all my rules and i won lots of battles other days i feel like nothing changed since days ago,sadness
i actually started this about hours ago and got distracted and now the flow is all odd and my roommate is here so i feel very rude just typing away,anger
im sick of the fact that in the few and far between times i feel i can depend on someone because i am so stubborn and proud never want t but sometimes it happens they let me down,anger
i could ingrain in my mind all my feelings all my experiences reading it so if i hated everything that happened in the next book i could just go back to the first and pretend nothing ever happened past it,anger
i feel when i read your words and realize one more time just how very good of a writer you are the feeling of shared sympathies,joy
i wanted was to feel accepted by you,joy
i walked away from the weekend feeling simply dirty like i had done something really harmful and this feeling more than anything is what overpowers my feeble attempts to justify my actions last weekend,sadness
im also worried that youre feeling a little lost in the middle these days and like youre not getting enough attention from us,sadness
i feel for all those who lost their homes those without power and all from this last bad storm,sadness
i am now turning and i feel pathetic that i am still waiting tables and subbing with a teaching degree,sadness
i feel so pissed and i feel like sleeping s,anger
i now use it not just at the end of yoga practice but also at the beginning or ending of a meditation or whenever i feel the need to offer myself an acknowledgment and reminder of my own divine origins,joy
